표준코드,운용사코드,펀드명,운용사명,위험,6개월 수익률,1년 수익률,3년 수익률,유형,투자지역,설정액,설정일,보수관련정보(%),운용규모(백만원),수익률(%),자산구성_주식(%),자산구성_채권(%),자산구성_유동성(%),자산구성_기타(%),직업,학습,건강,관계,주거,사회참여,여가,재무
K55306C64192,A01053,KTB코스닥벤처증권투자신탁[주식혼합](운),케이티비자산운용,높은위험,6.9848,41.7625,77.6953,혼합주식형,국내,1535.9,2018-04-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.21," [기준일자] 2021-11-12  (설정원본)           80,839   (순자산총액)          126,450", [기준일자] 2021-11-01  (1개월) 2.66     (6개월) 6.98     (1년) 41.76     (설정이후) 53.34,70.81,5.19,16.92,7.08,0,0,0,0,0,0,0,100
K55301B83062,A01048,미래에셋이머징달러회사채증권자투자신탁 1(H)(채권),미래에셋자산운용,보통위험,1.0476,3.9512,23.3816,채권형,해외,1178.73,2015-12-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.04    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           12,594   (순자산총액)           14,845", [기준일자] 2021-11-01  (1개월) -0.31     (6개월) 1.05     (1년) 3.95     (설정이후) 38.28,0,0,1.18,98.82,0,0,0,0,0,0,0,100
KR5105409225,A01005,삼성MMF법인 1,삼성자산운용,매우낮은위험,.4596,.9203,4.3874,단기금융(MMF),국내,1008.11,2003-12-30, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        5,601,969   (순자산총액)        5,647,997", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.46     (1년) 0.92     (설정이후) 59.81,0,0.18,54.46,45.36,0,0,0,0,0,0,0,100
K55454C64299,A01114,브레인코스닥벤처증권투자신탁(주식혼합),브레인자산운용,높은위험,11.4821,39.2947,94.7817,혼합주식형,국내,1868.71,2018-04-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 1.00," [기준일자] 2021-11-12  (설정원본)           26,207   (순자산총액)           49,845", [기준일자] 2021-11-01  (1개월) -1.27     (6개월) 11.48     (1년) 39.29     (설정이후) 85.21,80.1,0.09,9.91,9.89,0,0,0,0,0,0,0,100
K55101B79262,A01001,한국투자베트남그로스증권자투자신탁UH(주식),한국투자신탁운용,높은위험,26.3942,75.5202,73.2372,주식형,해외,2194.75,2016-02-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.14    (매매중개수수료) 0.22," [기준일자] 2021-11-11  (설정원본)           62,118   (순자산총액)          136,334", [기준일자] 2021-11-01  (1개월) 4.99     (6개월) 26.39     (1년) 75.52     (설정이후) 139.36,0,0,5.43,94.57,0,0,0,0,0,0,0,100
K55107D12472,A01007,우리2년만기전략채권증권투자신탁2(채권),우리자산운용,낮은위험,1.7162,3.8232,,채권형,국내,1041.9,2020-03-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)            6,643   (순자산총액)            6,921", [기준일자] 2021-11-01  (1개월) -0.31     (6개월) 1.72     (1년) 3.82     (설정이후) 6.47,0,96.84,3.16,0,0,0,0,0,0,0,0,100
KR5232366587,A01040,NH-Amundi개인신종MMF 1,엔에이치아문디자산운용,매우낮은위험,.4698,.9172,4.3495,단기금융(MMF),국내,1005.58,2003-04-10, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        1,276,596   (순자산총액)        1,283,849", [기준일자] 2021-11-01  (1개월) 0.10     (6개월) 0.47     (1년) 0.92     (설정이후) 64.77,0,34.32,49.38,16.3,0,0,0,0,0,0,0,100
KR5223AB1156,A01031,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)(운용),케이비자산운용,매우높은위험,-15.5905,70.7117,112.7288,주식파생형,국내,1706.14,2013-04-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.55," [기준일자] 2021-11-12  (설정원본)           66,362   (순자산총액)          115,867", [기준일자] 2021-11-01  (1개월) -6.64     (6개월) -15.59     (1년) 70.71     (설정이후) 111.94,45.42,0,23.32,31.26,0,0,0,0,0,0,0,100
K55301B52687,A01048,미래에셋TIGERS&P500레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),미래에셋자산운용,매우높은위험,17.1247,86.6626,139.736,혼합주식파생형,해외,36463.53,2015-07-27, [기준일자] 2021-10-29  (보수) 0.58    (수수료) 0.00    (TER) 0.65    (매매중개수수료) 0.03," [기준일자] 2021-11-12  (설정원본)           98,542   (순자산총액)           98,542", [기준일자] 2021-11-01  (1개월) 10.67     (6개월) 17.12     (1년) 86.66     (설정이후) 256.75,0,0,48.94,51.06,0,0,0,0,0,0,0,100
K55101BM2890,A01001,한국투자KINDEX러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,높은위험,35.5254,84.3265,67.0116,주식파생형,해외,36301.19,2017-03-16, [기준일자] 2021-10-29  (보수) 0.50    (수수료) 0.00    (TER) 0.66    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)           12,651   (순자산총액)           12,651", [기준일자] 2021-11-01  (1개월) 5.60     (6개월) 35.53     (1년) 84.33     (설정이후) 82.22,0,0,62.69,37.31,0,0,0,0,0,0,0,100
K55239C57033,A01047,현대인베스트벤처기업&IPO증권투자신탁 1(주식혼합),현대인베스트먼트자산운용,매우높은위험,10.2624,39.2799,76.7845,혼합주식형,국내,1441.66,2018-04-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 1.48," [기준일자] 2021-11-12  (설정원본)           15,179   (순자산총액)           22,214", [기준일자] 2021-11-01  (1개월) 4.26     (6개월) 10.26     (1년) 39.28     (설정이후) 38.97,80.07,0,11.65,8.27,0,0,0,0,0,0,0,100
KR5219391517,A01018,신한BEST신종법인용MMFGS-2(종류),신한자산운용,매우낮은위험,.4561,.9027,4.2937,단기금융(MMF),국내,1009.1,2003-11-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)        1,670,042   (순자산총액)        1,670,099", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.46     (1년) 0.90     (설정이후) 57.39,0,56.05,39.48,4.47,0,0,0,0,0,0,0,100
K55307BB7647,A01054,유리베트남알파증권자투자신탁UH[주식]_운용,유리자산운용,높은위험,33.2606,75.2227,78.3173,주식형,해외,2449.4,2016-04-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.13    (매매중개수수료) 0.15," [기준일자] 2021-11-11  (설정원본)           15,810   (순자산총액)           38,726", [기준일자] 2021-11-01  (1개월) 4.69     (6개월) 33.26     (1년) 75.22     (설정이후) 170.09,0,0,2.43,97.57,0,0,0,0,0,0,0,100
K55107CS6393,A01007,우리하이플러스채권증권자투자신탁3(USD)[채권],우리자산운용,낮은위험,4.5898,3.4414,,채권형,혼합,10.0022,2019-07-18, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)            9,098   (순자산총액)            9,100", [기준일자] 2021-11-01  (1개월) -1.68     (6개월) 4.59     (1년) 3.44     (설정이후) 3.49,0,0,11470.07,-11370.07,0,0,0,0,0,0,0,100
K55223CN9292,A01031,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)(운용),케이비자산운용,높은위험,22.1137,70.3436,,주식파생형,해외,1692.53,2019-04-22, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.20    (매매중개수수료) 0.27," [기준일자] 2021-11-12  (설정원본)           22,000   (순자산총액)           37,117", [기준일자] 2021-11-01  (1개월) 7.38     (6개월) 22.11     (1년) 70.34     (설정이후) 68.15,0,0,0.19,99.81,0,0,0,0,0,0,0,100
K55223C69453,A01031,KB코스닥벤처기업소득공제증권투자신탁 1(주식혼합)(운용),케이비자산운용,매우높은위험,4.1122,37.9098,81.3479,혼합주식형,국내,1414.35,2018-04-30, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.31," [기준일자] 2021-11-12  (설정원본)            9,077   (순자산총액)           13,034", [기준일자] 2021-11-01  (1개월) 0.19     (6개월) 4.11     (1년) 37.91     (설정이후) 43.07,97.44,0,1.73,0.83,0,0,0,0,0,0,0,100
KR5206692000,A01014,키움러시아익스플로러증권투자신탁 1[주식],키움투자자산운용,매우높은위험,30.0186,74.879,69.6338,주식형,해외,1147.34,2007-05-21, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.12    (매매중개수수료) 0.09," [기준일자] 2021-11-11  (설정원본)           44,224   (순자산총액)           50,741", [기준일자] 2021-11-01  (1개월) 6.34     (6개월) 30.02     (1년) 74.88     (설정이후) 64.77,88.84,0,11.35,-0.19,0,0,0,0,0,0,0,100
K55105B66526,A01005,삼성달러표시단기채권증권자투자신탁(USD)[채권],삼성자산운용,낮은위험,5.1088,3.3665,9.7442,채권형,해외,10.0308,2016-01-06, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           10,650   (순자산총액)           10,530", [기준일자] 2021-11-01  (1개월) -1.42     (6개월) 5.11     (1년) 3.37     (설정이후) 8.88,0,0,3.1,96.9,0,0,0,0,0,0,0,100
K55301DA5554,A01048,미래에셋TIGERKRX2차전지K-뉴딜증권상장지수투자신탁(주식),미래에셋자산운용,높은위험,6.1217,82.6689,,주식형,국내,17607.14,2020-10-06, [기준일자] 2021-10-29  (보수) 0.40    (수수료) 0.00    (TER) 0.43    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)          578,535   (순자산총액)          578,535", [기준일자] 2021-11-01  (1개월) -2.27     (6개월) 6.12     (1년) 82.67     (설정이후) 69.05,99.75,0,0.24,0.01,0,0,0,0,0,0,0,100
KR5225592546,A01048,미래에셋로저스Commodity인덱스특별자산자투자신탁(일반상품-파생형),미래에셋자산운용,높은위험,20.374,70.338,25.2024,특별자산파생,해외,642.09,2006-08-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.17    (매매중개수수료) 0.21," [기준일자] 2021-11-12  (설정원본)           30,707   (순자산총액)           19,926", [기준일자] 2021-11-01  (1개월) 6.68     (6개월) 20.37     (1년) 70.34     (설정이후) -5.73,0,0,0.17,99.83,0,0,0,0,0,0,0,100
KR5213260551,A01021,한화스마트법인MMF 1,한화자산운용,매우낮은위험,.4579,.9018,4.2235,단기금융(MMF),국내,1007.3,2011-01-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        2,731,243   (순자산총액)        2,751,474", [기준일자] 2021-11-01  (1개월) 0.10     (6개월) 0.46     (1년) 0.90     (설정이후) 24.42,0,57.63,38.25,4.12,0,0,0,0,0,0,0,100
KR5232AH5085,A01040,NH-Amundi코리아2배레버리지증권투자신탁[주식-파생형],엔에이치아문디자산운용,매우높은위험,-15.595,69.6985,111.8692,주식파생형,국내,1722.41,2013-04-22, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.19," [기준일자] 2021-11-12  (설정원본)          389,284   (순자산총액)          685,805", [기준일자] 2021-11-01  (1개월) -6.61     (6개월) -15.60     (1년) 69.70     (설정이후) 122.47,41.61,0,23.56,34.83,0,0,0,0,0,0,0,100
K55101BE0852,A01001,한국투자KINDEX베트남VN30증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,높은위험,23.7316,79.4336,74.2313,주식파생형,해외,23249.98,2016-06-28, [기준일자] 2021-10-29  (보수) 0.70    (수수료) 0.00    (TER) 0.77    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)          226,417   (순자산총액)          226,417", [기준일자] 2021-11-01  (1개월) 4.10     (6개월) 23.73     (1년) 79.43     (설정이후) 130.25,0,0,23.47,76.53,0,0,0,0,0,0,0,100
K55363BF6729,A01068,트러스톤코리아외화채권증권자투자신탁(UH)[채권](운용),트러스톤자산운용,보통위험,4.715,3.3166,18.1844,채권형,해외,1084.44,2016-08-08, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.15    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)            5,634   (순자산총액)            6,110", [기준일자] 2021-11-01  (1개월) -1.43     (6개월) 4.72     (1년) 3.32     (설정이후) 21.31,0,0,3.05,96.95,0,0,0,0,0,0,0,100
K55306C82566,A01053,KTB코스닥벤처공모주포커스증권투자신탁[주식혼합](운),케이티비자산운용,높은위험,5.6491,37.6337,71.9983,혼합주식형,국내,1475.28,2018-05-21, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.32," [기준일자] 2021-11-12  (설정원본)           43,157   (순자산총액)           64,287", [기준일자] 2021-11-01  (1개월) 0.90     (6개월) 5.65     (1년) 37.63     (설정이후) 53.91,78.02,1.08,18.86,2.04,0,0,0,0,0,0,0,100
K55301AZ7406,A01048,미래에셋연금인디아업종대표증권자투자신탁 1(주식),미래에셋자산운용,높은위험,30.0418,74.6859,104.0969,주식형,해외,1514.05,2015-02-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.12    (매매중개수수료) 0.24," [기준일자] 2021-11-11  (설정원본)           45,052   (순자산총액)           68,211", [기준일자] 2021-11-01  (1개월) 0.01     (6개월) 30.04     (1년) 74.69     (설정이후) 126.57,0,0,0.13,99.87,0,0,0,0,50,0,0,50
KR5107397683,A01007,우리큰만족신종MMF3,우리자산운용,매우낮은위험,.4566,.8915,4.1936,단기금융(MMF),국내,1007.95,2003-12-29, [기준일자] 2021-10-29  (보수) 0.11    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        2,437,645   (순자산총액)        2,457,283", [기준일자] 2021-11-01  (1개월) 0.10     (6개월) 0.46     (1년) 0.89     (설정이후) 180.09,0,53.88,46.12,0,0,0,0,0,0,0,0,100
KR5101856387,A01001,한국투자신종개인연금95증권전환형투자신탁 1(주식혼합),한국투자신탁운용,높은위험,-2.7937,32.6626,60.1211,혼합주식형,국내,973.35,2008-09-08, [기준일자] 2021-10-29  (보수) 1.37    (수수료) 0.03    (TER) 1.38    (매매중개수수료) 0.38," [기준일자] 2021-11-12  (설정원본)           20,376   (순자산총액)           20,137", [기준일자] 2021-11-01  (1개월) -1.32     (6개월) -2.79     (1년) 32.66     (설정이후) 135.21,91.26,0,7.45,1.29,0,0,0,0,50,0,0,50
K55301C85149,A01048,미래에셋달러단기자금증권자투자신탁(USD)(채권),미래에셋자산운용,낮은위험,5.1528,3.3114,8.2621,채권형,해외,10.1871,2018-05-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           35,837   (순자산총액)           36,507", [기준일자] 2021-11-01  (1개월) -1.41     (6개월) 5.15     (1년) 3.31     (설정이후) 15.54,0,0,3.09,96.91,0,0,0,0,0,0,0,100
K55301BD4689,A01048,미래에셋TIGER200IT레버리지증권상장지수투자신탁(주식-파생형),미래에셋자산운용,매우높은위험,-22.1335,76.9598,166.1837,주식파생형,국내,53881.33,2016-05-12, [기준일자] 2021-10-29  (보수) 0.69    (수수료) 0.00    (TER) 0.72    (매매중개수수료) 0.31," [기준일자] 2021-11-12  (설정원본)           41,313   (순자산총액)           41,313", [기준일자] 2021-11-01  (1개월) -5.14     (6개월) -22.13     (1년) 76.96     (설정이후) 424.94,72.44,3.63,4.74,19.19,0,0,0,0,0,0,0,100
KRM213AN5446,A01021,한화에너지인프라MLP특별자산자투자회사(인프라-재간접형),한화자산운용,매우높은위험,12.6619,69.2444,-3.8195,특별자산,해외,658.38,2014-01-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.05    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           19,365   (순자산총액)           12,870", [기준일자] 2021-11-01  (1개월) 6.25     (6개월) 12.66     (1년) 69.24     (설정이후) -22.42,0,0,2.83,97.17,0,0,0,0,0,0,0,100
KR5227538372,A01048,미래에셋인디아솔로몬증권투자신탁 1(주식),미래에셋자산운용,높은위험,31.3587,74.5126,93.0568,주식형,해외,2333.09,2006-01-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.09," [기준일자] 2021-11-11  (설정원본)           22,186   (순자산총액)           51,761", [기준일자] 2021-11-01  (1개월) -0.35     (6개월) 31.36     (1년) 74.51     (설정이후) 378.45,97.39,0,2.39,0.21,0,0,0,0,0,0,0,100
KR5301275784,A01048,미래에셋법인전용MMF A-4,미래에셋자산운용,매우낮은위험,.4249,.8886,4.2173,단기금융(MMF),국내,1004.15,2010-05-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          498,332   (순자산총액)          500,448", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.42     (1년) 0.89     (설정이후) 30.25,0,44.06,55.94,0,0,0,0,0,0,0,0,100
