분류,상품명,보장금액,보장내용,1차 영역,2차 영역,지급사유,분류코드
여행자보험(유학생) 상품,하나 비바유학보험,5만달러,해외질병 해외실손의료비,"학습, 직업",건강,"해외체류중 질병으로 인해 해외의료기관에서 의료비가 발생한 경우에 보상 (척추지압술, 추나요법 등이나 침술, 부항, 뜸, 치료로 인한 의료비는 치료받는 국가의 법에서 정한 병원 및 의사의 면허를 가진 자에 의하여 치료를 받은 경우에 한하며, 하나의 질병에 대하여 US $ 1,000한도로 보상)",14
여행자보험(유학생) 상품,하나 비바유학보험,3만달러,해외체류중 중대사고 구조송환비용,"학습, 직업",재무,해외체류중 조난 긴급수색구조 상해사망 및 14일이상 계속 입원 질병사망 및 14일이상 계속 입원시 수색구조 종사자 등이 청구한 수색구조비용 항공운임(2명분) 숙박비(2명 14박 한도) 이송비용 제잡비(10만원 한도)를 비례하여 실손보상,14
여행자보험(유학생) 상품,하나 비바유학보험,3000만원,해외체류중 배상책임,"학습, 직업",재무,해외체류중 생긴 우연한 사고로 타인의 신체의 장해 또는 재물의 손해에 대한 법률적인 배상책임을 보험가입금액을 한도로  비례하여 보상(자기부담금 1만원),14
여행자보험(유학생) 상품,하나 비바유학보험,3000만원,국내상해급여,"학습, 직업",건강,"피보험자가 해외체류 중에 상해로 인하여 국내 의료기관에 입원 또는 통원(외래 및 처방조제) 치료를 받은 경우 급여의료비를 보험가입금액의 한도 내에서 보상 (가입금액 5천만원 통원 회당 20만원, 가입금액 3천만원 통원 회당 15만원, 가입금액 1천만원 통원 회당 10만원)",14
여행자보험(유학생) 상품,하나 비바유학보험,3000만원,국내상해비급여,"학습, 직업",건강,"피보험자가 해외체류 중에 상해로 인하여 국내 의료기관에 입원 또는 통원(외래 및 처방조제) 치료를 받은 경우 비급여의료비를 보험가입금액의 한도 내에서 보상 (3대 비급여 제외) (가입금액 5천만원 통원 회당 20만원, 가입금액 3천만원 통원 회당 15만원, 가입금액 1천만원 통원 회당 10만원)",14
여행자보험(유학생) 상품,하나 비바유학보험,3000만원,국내질병급여,"학습, 직업",건강,"피보험자가 해외체류 중에 질병으로 국내 의료기관에 입원 또는 통원(외래 및 처방조제) 치료를 받은 경우 급여의료비를 보험가입금액의 한도 내에서 보상 (가입금액 5천만원 통원 회당 20만원, 가입금액 3천만원 통원 회당 15만원, 가입금액 1천만원 통원 회당 10만원)",14
여행자보험(유학생) 상품,하나 비바유학보험,3000만원,국내질병비급여,"학습, 직업",건강,"피보험자가 해외체류 중에 질병으로 국내 의료기관에 입원 또는 통원(외래 및 처방조제) 치료를 받은 경우 비급여의료비를 보험가입금액의 한도 내에서 보상 (3대 비급여 제외) (가입금액 5천만원 통원 회당 20만원, 가입금액 3천만원 통원 회당 15만원, 가입금액 1천만원 통원 회당 10만원)",14
여행자보험(유학생) 상품,하나 비바유학보험,350만원/250만원/300만원,국내3대비급여(도수치료.체외충격파치료.증식치료/ 주사료/ MRI.MRA),"학습, 직업",건강,피보험자가 해외체류 중에 입은 상해 또는 질병의 치료목적으로 국내 의료기관에 입원 또는 통원하여 3대 비급여 치료를 받은 경우 보상,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),5000만원,상해사망후유장해,"학습, 직업",관계,해외체류 도중 입은 상해로 인하여 해외 의료기관에서 치료를 받은 경우,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),3000만원,해외장기체류 중 해외발생 상해의료비,"학습, 직업",건강,해외체류 도중 입은 상해로 인하여 해외 의료기관에서 치료를 받은 경우,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),3000만원,해외장기체류 중 해외발생 질병의료비,"학습, 직업",건강,해외체류 도중 발생한 질병으로 인하여 해외 의료기관에서 치료를 받은 경우,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,질병사망 및 질병80% 이상 고도후유장해,"학습, 직업",관계,해외체류 도중 질병으로 사망하거나 80% 이상 후유장해가 남았을 경우,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,상해급여의료비,"학습, 직업",건강,피보험자가 상해로 인하여 의료기관에 입원 또는 통원(외래 및 처방조제)하여 치료를 받은 경우 급여의료비를 보험가입금액의 한도 내에서 다음과 같이 보상. [입원] 요양급여 또는 의료급여 중 본인부담금의 80% [통원] 1회당(외래 및 처방조제 합산) 요양급여 또는 의료급여 중 본인부담금에서 통원항목별 공제금액(약관참조)을 뺀 금액.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,상해비급여의료비,"학습, 직업",건강,피보험자가 상해로 인하여 의료기관에 입원 또는 통원(외래 및 처방조제)하여 치료를 받은 경우 비급여의료비(3대비급여는 제외)를 보험가입금액 한도 내에서 보상. [입원] 비급여의료비(비급여병실료 제외)의 70% [상급병실료 차액] 비급여병실료의 50%. 단 1일 평균금액 10만원 한도 [통원] 1회당(외래 및 처방조제 합산) 비급여 의료비(비급여병실료 제외)에서 통원항목별 공제금액(약관 참조)을 뺀금액. 통원 100회 한도.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,질병급여의료비,"학습, 직업",건강,피보험자가 질병으로 인하여 의료기관에 입원 또는 통원(외래 및 처방조제)하여 치료를 받은 경우 급여의료비를 보험가입금액의 한도 내에서 다음과 같이 보상. [입원] 요양급여 또는 의료급여 중 본인부담금의 80% [통원] 1회당(외래 및 처방조제 합산) 요양급여 또는 의료급여 중 본인부담금에서 통원항목별 공제금액(약관참조)을 뺀 금액.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,질병비급여의료비,"학습, 직업",건강,피보험자가 질병으로 인하여 의료기관에 입원 또는 통원(외래 및 처방조제)하여 치료를 받은 경우 비급여의료비(3대비급여는 제외)를 보험가입금액 한도 내에서 보상. [입원] 비급여의료비(비급여병실료 제외)의 70% [상급병실료 차액] 비급여병실료의 50%. 단 1일 평균금액 10만원 한도 [통원] 1회당(외래 및 처방조제 합산) 비급여 의료비(비급여병실료 제외)에서 통원항목별 공제금액(약관 참조)을 뺀금액. 통원 100회 한도.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),350만원,3대비급여(도수치료·체외충격파치료·증식치료)의료비,"학습, 직업",건강,피보험자가 상해 또는 질병의 치료목적으로 의료기관에 입원 또는 통원하여 3대비급여 의료행위로 치료받은 경우 비급여의료비에서 항목별 공제금액을 뺀금액을 보험가입금액 한도 내에서 보상. [공제금액] 1회당 3만원과 보장대상의료비의 30% 중 큰 금액. 단 도수·체외충격파·증식치료 및 주사료는 50회까지 보상.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),250만원,3대비급여(주사료)의료비,"학습, 직업",건강,피보험자가 상해 또는 질병의 치료목적으로 의료기관에 입원 또는 통원하여 3대비급여 의료행위로 치료받은 경우 비급여의료비에서 항목별 공제금액을 뺀금액을 보험가입금액 한도 내에서 보상. [공제금액] 1회당 3만원과 보장대상의료비의 30% 중 큰 금액. 단 도수·체외충격파·증식치료 및 주사료는 50회까지 보상.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),300만원,3대비급여(자기공명진단(MRI/MRA))의료비,"학습, 직업",건강,피보험자가 상해 또는 질병의 치료목적으로 의료기관에 입원 또는 통원하여 3대비급여 의료행위로 치료받은 경우 비급여의료비에서 항목별 공제금액을 뺀금액을 보험가입금액 한도 내에서 보상. [공제금액] 1회당 3만원과 보장대상의료비의 30% 중 큰 금액. 단 도수·체외충격파·증식치료 및 주사료는 50회까지 보상.,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),1000만원,해외체류중 배상책임,"학습, 직업",재무,보험기간 중 우연한 사고로 타인의 신체의 장해 또는 재물의 손해에 대한 법률상의 배상책임을 부담함으로써 입은 손해(자기부담금 1만원공제),14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),3000만원,해외체류중 중대사고 구조송환비용,"학습, 직업",재무,피보험자가 탑승한 항공기나 선박이 행방불명 또는 조난 된 경우 산악등반 중에 조난된 경우 상해나 질병으로 사망한 경우 이를 직접원인으로 하여 14일 이상 입원한 경우 계약자 피보험자 또는 피보험자의 법정상속인이 부담하는 비용을 보상,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),20만원,해외체류중 휴대품손해(분실제외),"학습, 직업",재무,피보험자가 소유 사용 관리하는 휴대품의 도난 파손의 사고로 손해가 생겼을 경우(자기부담금 1만원 공제),14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),실비,여권재발급비용,"학습, 직업",재무,해외체류 도중 여권을 분실하거나 도난당하여 재외공관에 여권분실신고를 하고 여행증명서(T/C:Travel Certification)을 발급받은 경우 여행증명서 발급비용과 여권재발급 비용을 보험수익자에 지급,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),100만원,사스(중증급성호흡기증후군)및 조류독감,"학습, 직업",건강,해외체류 도중 사스(중증급성호흡기증후군) 및 조류독감으로 진단확정된경우 보험증권에 기재된 가입금액을 각각1회에 한하여 지급,14
여행자보험(유학생) 상품,프로미 다이렉트 해외장기체류보험(CM),7만원(20일한도),항공기납치,"학습, 직업",관계,피보험자가 승객으로서 탑승한 항공기가 납치됨에 따라 예정목적지에 도착 할 수 없게 된 경우 20일 한도로 1일당 7만원 지급,14
