,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,직전분기_납입원금,직전분기_적립금,직전분기_수익률,전년도_납입원금,전년도_적립금,전년도_수익률,장기수익률(연평균)_3년,장기 수익률(연평균)_5년,장기 수익률(연평균)_7년,장기 수익률(연평균)_10년,장기 수수료율(연평균)_3년,장기 수수료율(연평균)_5년,장기 수수료율(연평균)_7년,장기 수수료율(연평균)_10년,위험,직업,학습,건강,관계,주거,사회참여,여가,재무
102,삼성한국형TDF2030증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"47,171","57,523",13.45,"45,627","53,178",7.86,4.52,,,,0.96,0.90,,,보통위험,0,0,0,0,100,0,0,0
103,미래에셋퇴직연금베스트펀드전문투자형사모증권투자신탁 5,미래에셋자산운용,재간접,2017/05/12,판매,가능,"57,117","57,272",19.90,"41,036","47,419",11.70,3.95,,,,0.23,,,,보통위험,0,0,0,0,100,0,0,0
104,한국투자골드플랜연금증권전환형투자신탁 1(주식혼합)(C),한국투자신탁운용,혼합주식형,2001/01/31,판매,가능,"34,458","57,177",22.70,"37,440","58,558",28.37,5.04,6.21,4.89,1.79,1.35,1.31,1.27,1.29,높은위험,0,0,0,0,100,0,0,0
105,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C-P,삼성자산운용,재간접,2014/10/24,판매,가능,"29,740","56,989",11.69,"35,275","62,220",20.82,2.00,8.06,,,1.18,1.07,0.93,,보통위험,0,0,0,0,100,0,0,0
106,삼성한국형TDF2040증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"43,452","56,660",19.08,"43,044","52,587",9.79,5.01,,,,1.35,1.20,,,보통위험,0,0,0,0,100,0,0,0
107,삼성한국형TDF2020증권투자신탁H[채권혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"48,878","56,393",7.82,"50,285","56,271",6.05,3.91,,,,0.78,0.72,,,보통위험,0,0,0,0,100,0,0,0
108,미래에셋퇴직플랜글로벌그레이트컨슈머40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/08/14,판매,가능,"54,659","56,158",6.64,"42,816","43,671",18.77,12.02,,,,0.84,,,,보통위험,0,0,0,0,100,0,0,0
109,미래에셋G2이노베이터증권자투자신탁(주식)종류C-Pe,미래에셋자산운용,재간접,2017/02/15,판매,가능,"20,878","56,087",86.50,"19,441","50,901",190.31,39.16,,,,2.18,,,,보통위험,0,0,0,0,100,0,0,0
110,삼성클래식차이나본토연금증권자투자신탁H[주식]_C,삼성자산운용,주식형,2013/04/26,판매,가능,"44,399","55,849",-5.21,"52,950","70,637",22.51,1.88,1.20,2.58,,1.78,1.70,1.67,,높은위험,0,0,0,0,100,0,0,0
111,미래에셋퇴직플랜증권자투자신탁 1(채권)종류C,미래에셋자산운용,재간접,2006/01/31,판매,가능,"57,202","55,720",-3.65,"65,787","66,372",1.18,3.62,2.75,3.84,0.71,0.40,0.40,0.40,-0.11,보통위험,0,0,0,0,100,0,0,0
112,미래에셋코어테크증권투자신탁(주식)종류C-P2e,미래에셋자산운용,재간접,2019/10/23,판매,가능,"29,718","54,904",125.96,"8,276","13,702",85.27,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
113,미래에셋자산배분TDF2045증권자투자신탁(주식혼합-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/09/01,판매,가능,"41,221","54,060",60.32,"12,218","14,749",25.23,12.33,,,,0.80,,,,보통위험,0,0,0,0,100,0,0,0
114,미래에셋글로벌그레이트컨슈머연금증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,재간접,2014/08/06,판매,가능,"50,330","52,362",22.47,"26,992","35,059",35.47,17.33,13.91,13.51,,1.30,1.29,1.14,,보통위험,0,0,0,0,100,0,0,0
115,흥국멀티플레이증권자투자신탁 4[채권]C-p,흥국자산운용,채권형,2013/11/28,판매,가능,"47,202","52,159",1.50,"48,756","53,308",1.99,2.72,2.43,2.52,,0.35,0.34,0.33,,낮은위험,0,0,0,0,100,0,0,0
116,미래에셋전략배분TDF2045혼합자산자투자신탁 종류C-Pe,미래에셋자산운용,재간접,2017/03/21,판매,가능,"32,049","50,331",71.70,"14,559","20,829",45.04,26.65,,,,1.01,,,,보통위험,0,0,0,0,100,0,0,0
117,삼성클래식중국본토중소형FOCUS연금증권자투자신탁H[주식]_C,삼성자산운용,주식형,2015/03/02,판매,가능,"56,118","49,056",7.04,"67,812","55,322",11.00,-1.41,-3.66,,,1.26,1.30,,,높은위험,0,0,0,0,100,0,0,0
118,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류S-PRS,피델리티자산운용,재간접,2015/06/26,판매,가능,"31,876","48,555",46.72,"21,908","32,312",35.21,19.68,20.73,,,0.40,0.37,,,보통위험,0,0,0,0,100,0,0,0
119,미래에셋자산배분TDF2025증권자투자신탁(채권혼합-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/08/04,판매,가능,"40,030","47,539",24.40,"18,741","21,514",13.95,7.96,,,,0.50,,,,보통위험,0,0,0,0,100,0,0,0
120,미래에셋퇴직플랜글로벌다이나믹50증권자투자신탁 1(채권)종류C,미래에셋자산운용,재간접,2010/08/31,판매,가능,"47,639","47,222",-0.25,"53,845","55,116",2.35,2.94,2.91,3.33,4.52,0.53,0.53,0.53,0.53,보통위험,0,0,0,0,100,0,0,0
121,미래에셋평생소득TIF혼합자산자투자신탁종류C-Pe,미래에셋자산운용,재간접,2017/06/23,판매,가능,"41,184","46,813",24.32,"12,462","13,757",5.49,5.37,,,,0.50,,,,보통위험,0,0,0,0,100,0,0,0
122,KB연금성장주증권전환형자투자신탁(주식)C 클래스,케이비자산운용,주식형,2010/07/09,판매,가능,"23,875","46,570",53.16,"29,230","45,394",31.14,2.43,8.36,4.75,3.34,1.78,1.76,1.84,1.79,높은위험,0,0,0,0,100,0,0,0
123,미래에셋차이나그로스증권자투자신탁 1(주식)종류C-P2,미래에셋자산운용,재간접,2017/09/21,판매,가능,"28,135","45,783",0.10,"27,865","54,620",89.65,18.98,,,,1.91,,,,보통위험,0,0,0,0,100,0,0,0
124,미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-P2e,미래에셋자산운용,재간접,2018/07/05,판매,가능,"38,382","45,052",26.49,"15,566","17,574",11.44,8.56,,,,0.48,,,,보통위험,0,0,0,0,100,0,0,0
125,미래에셋퇴직연금베스트펀드컬렉션증권자투자신탁 1(채권혼합-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/08/10,판매,가능,"45,429","45,046",22.50,"19,344","21,966",16.74,5.66,,,,0.36,,,,보통위험,0,0,0,0,100,0,0,0
126,메리츠차이나증권투자신탁[주식]종류C-Pe,메리츠자산운용,주식형,2016/12/23,판매,가능,"33,306","44,867",23.85,"17,528","22,441",46.94,11.29,,,,1.36,,,,높은위험,0,0,0,0,100,0,0,0
127,삼성한국형TDF2045증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"34,583","44,470",20.04,"32,400","39,324",10.37,5.04,,,,1.34,1.25,,,보통위험,0,0,0,0,100,0,0,0
128,흥국플래티넘개인용MMF 1 C-p,흥국자산운용,단기금융,2014/12/12,판매,가능,"40,159","44,335",0.57,"45,461","49,460",0.86,1.37,1.37,,,0.24,0.24,,,매우낮은위험,0,0,0,0,100,0,0,0
129,한국투자글로벌전기차&amp;배터리증권투자신탁(주식)(C-P),한국투자신탁운용,주식형,2017/11/01,판매,가능,"37,894","43,894",34.34,"13,425","15,996",44.12,0.78,,,,1.39,,,,높은위험,0,0,0,0,100,0,0,0
130,한국투자연금베트남증권자투자신탁(주식혼합)(C-e),한국투자신탁운용,혼합주식형,2014/12/12,판매,가능,"25,191","43,010",63.19,"36,764","41,938",3.32,-7.19,7.76,,,1.00,1.01,,,높은위험,0,0,0,0,100,0,0,0
131,KB연금국내채권증권전환형자투자신탁(채권) C,케이비자산운용,채권형,2010/07/09,판매,가능,"42,165","42,959",-2.49,"42,273","43,745",1.53,1.66,1.02,0.87,0.38,0.60,0.61,0.67,0.66,낮은위험,0,0,0,0,100,0,0,0
132,미래에셋전략배분TDF2050혼합자산자투자신탁종류C-P2e,미래에셋자산운용,재간접,2020/07/20,판매,가능,"34,873","42,886",60.00,"2,382","2,659",19.91,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
133,피델리티글로벌배당인컴증권자투자신탁(주식-재간접형)종류PRS-e,피델리티자산운용,재간접,2014/05/12,판매,가능,"35,787","42,712",17.07,"28,614","33,042",1.00,6.72,8.85,,,0.51,0.50,,,보통위험,0,0,0,0,100,0,0,0
134,메리츠코리아증권투자신탁 1[주식]종류C-Pe,메리츠자산운용,주식형,2015/09/03,판매,가능,"34,423","42,516",32.86,"18,807","24,490",34.61,6.29,1.18,,,1.02,0.95,,,높은위험,0,0,0,0,100,0,0,0
135,삼성클래식연금증권전환형투자신탁 1[채권]_C,삼성자산운용,채권형,2001/02/07,판매,가능,"37,418","42,507",-1.35,"43,173","48,701",-0.47,1.14,0.88,1.35,1.39,1.10,1.09,1.09,1.12,낮은위험,0,0,0,0,100,0,0,0
136,미래에셋인도중소형포커스증권자투자신탁 1(주식)종류C-P2e,미래에셋자산운용,재간접,2017/08/09,판매,가능,"22,505","42,295",139.53,"7,147","8,383",-10.17,-4.09,,,,1.37,,,,보통위험,0,0,0,0,100,0,0,0
137,미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-Pe,미래에셋자산운용,재간접,2018/07/05,판매,가능,"35,856","42,100",20.31,"21,857","24,664",8.85,8.40,,,,0.51,,,,보통위험,0,0,0,0,100,0,0,0
138,Plus신종개인용MMF2종류C-p1(연금저축),플러스자산운용,단기금융,2015/11/23,판매,가능,"40,466","41,615",0.67,"40,684","41,630",1.13,1.43,1.31,,,0.33,0.32,,,매우낮은위험,0,0,0,0,100,0,0,0
139,한국밸류10년투자배당증권자투자신탁(주식)C-P,한국투자밸류자산운용,주식형,2014/12/17,판매,가능,"24,600","41,040",23.59,"28,660","44,538",29.17,10.21,6.35,,,1.68,1.63,,,높은위험,0,0,0,0,100,0,0,0
140,IBK평생설계연금증권전환형자투자신탁[주식] C,아이비케이자산운용,주식형,2014/03/12,판매,가능,"40,716","40,064",28.91,"45,350","39,493",22.39,0.41,4.64,,,1.02,0.99,,,높은위험,0,0,0,0,100,0,0,0
141,미래에셋미국인덱스EMP증권자투자신탁(주식-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/09/06,판매,가능,"23,976","40,000",71.80,"14,187","19,996",28.10,23.36,,,,0.55,,,,보통위험,0,0,0,0,100,0,0,0
142,삼성클래식연금증권전환형자투자신탁 1[주식]_C,삼성자산운용,주식형,2008/12/30,판매,가능,"24,684","39,732",38.80,"28,020","39,882",31.30,3.34,6.44,3.69,3.11,1.57,1.56,1.53,1.51,높은위험,0,0,0,0,100,0,0,0
143,미래에셋스마트Q아비트라지플러스전문투자형사모투자신탁종류C-P2,미래에셋자산운용,재간접,2018/11/07,판매,가능,"39,740","39,692",-0.50,"103,821","104,125",3.96,3.12,,,,0.18,,,,보통위험,0,0,0,0,100,0,0,0
144,삼성한국형TDF2025증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"33,458","39,530",9.98,"33,923","38,541",6.49,4.14,,,,0.79,0.72,,,보통위험,0,0,0,0,100,0,0,0
145,한국투자연금베트남그로스증권자투자신탁(주식)(C),한국투자신탁운용,주식형,2016/07/25,판매,가능,"26,306","39,273",38.65,"36,638","39,188",6.25,-3.70,,,,1.60,,,,높은위험,0,0,0,0,100,0,0,0
146,마이다스월드InBest연금증권자투자신탁(주식-재간접형)C1,마이다스에셋자산운용,재간접,2007/12/20,판매,가능,"26,983","38,859",30.29,"30,822","37,883",24.34,2.71,2.44,2.10,-2.84,1.39,1.39,1.39,1.40,보통위험,0,0,0,0,100,0,0,0
147,미래에셋차이나업종대표연금증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2010/07/26,판매,가능,"45,558","38,644",18.66,"26,520","47,595",74.73,18.53,44.84,29.73,17.19,1.91,3.58,3.06,2.65,보통위험,0,0,0,0,100,0,0,0
148,미래에셋전략배분TDF2030혼합자산자투자신탁 종류C-Pe,미래에셋자산운용,재간접,2017/03/21,판매,가능,"27,598","38,053",48.12,"12,260","15,938",28.68,20.17,,,,0.74,,,,보통위험,0,0,0,0,100,0,0,0
149,한국밸류10년투자배당증권투자신탁(채권혼합)종류C-P,한국투자밸류자산운용,혼합채권형,2014/12/24,판매,가능,"31,579","37,844",6.82,"33,373","39,484",7.05,2.94,1.92,,,1.30,1.28,,,보통위험,0,0,0,0,100,0,0,0
150,삼성한국형TDF2035증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"28,931","36,407",16.25,"27,471","32,947",9.95,5.04,,,,1.25,1.19,,,보통위험,0,0,0,0,100,0,0,0
151,DB차이나본토증권자투자신탁(H)[주식]ClassC-P,디비자산운용,주식형,2014/12/01,판매,가능,"14,555","36,084",13.36,"18,381","41,047",52.71,14.35,7.75,,,2.18,1.93,,,높은위험,0,0,0,0,100,0,0,0
152,미래에셋자산배분TDF2030증권자투자신탁(채권혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2017/04/17,판매,가능,"29,400","36,040",26.53,"19,113","22,451",14.27,7.10,,,,0.80,,,,보통위험,0,0,0,0,100,0,0,0
153,하이공모주플러스증권투자신탁 1(채권혼합)C-P2,하이자산운용,혼합채권형,2015/06/02,판매,가능,"29,861","35,240",6.01,"25,609","29,754",6.57,3.59,3.54,,,1.07,1.08,,,보통위험,0,0,0,0,100,0,0,0
154,한국투자TDF알아서2030증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/07,판매,가능,"28,209","34,411",17.02,"23,592","28,223",12.93,5.27,,,,0.94,,,,보통위험,0,0,0,0,100,0,0,0
155,미래에셋글로벌다이나믹연금증권전환형자투자신탁 1(채권)종류C-e,미래에셋자산운용,재간접,2014/08/05,판매,가능,"34,344","34,181",1.34,"42,049","43,485",2.78,4.55,5.52,4.60,,0.55,0.55,0.49,,보통위험,0,0,0,0,100,0,0,0
156,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류C-P2,미래에셋자산운용,재간접,2016/08/31,판매,가능,"18,052","33,565",35.27,"19,114","30,499",18.80,8.10,13.82,,,1.42,1.10,,,보통위험,0,0,0,0,100,0,0,0
157,미래에셋전략배분TDF2035혼합자산자투자신탁 종류C-Pe,미래에셋자산운용,재간접,2017/03/21,판매,가능,"22,484","33,491",58.67,"10,887","14,967",34.62,22.38,,,,0.84,,,,보통위험,0,0,0,0,100,0,0,0
158,미래에셋고배당포커스연금저축증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2013/08/19,판매,가능,"33,426","33,468",28.84,"27,690","34,372",29.91,7.99,6.26,12.96,,1.58,1.53,1.51,,보통위험,0,0,0,0,100,0,0,0
159,한국투자TDF알아서증권투자신탁(채권혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/08,판매,가능,"28,846","32,539",9.11,"22,934","26,140",11.58,5.01,,,,0.76,,,,보통위험,0,0,0,0,100,0,0,0
160,미래에셋국공채전용MMF A1(국공채)종류C-P2e,미래에셋자산운용,재간접,2018/11/07,판매,가능,"32,394","32,500",0.86,"21,871","21,994",1.76,1.60,,,,0.03,,,,보통위험,0,0,0,0,100,0,0,0
161,삼성당신을위한신연금코리아인덱스증권전환형자투자신탁 1[주식-파생형],삼성자산운용,파생상품,2008/11/18,판매,가능,"16,611","32,312",38.72,"20,130","34,445",38.06,5.18,10.26,6.13,4.19,0.84,0.81,0.77,0.75,매우높은위험,0,0,0,0,100,0,0,0
162,미래에셋글로벌코어테크EMP증권투자신탁(주식-재간접형)종류C-P2,미래에셋자산운용,재간접,2018/05/29,판매,가능,"20,202","32,181",89.29,"1,875","2,870",56.61,10.31,,,,1.10,,,,보통위험,0,0,0,0,100,0,0,0
163,우리파워연금액티브증권전환형투자신탁 1(주식)ClassC,우리자산운용,주식형,2006/12/12,판매,가능,"19,666","32,030",36.06,"22,948","35,411",45.10,6.07,7.19,4.31,-1.51,1.60,1.59,1.57,1.65,높은위험,0,0,0,0,100,0,0,0
164,미래에셋퇴직연금배당프리미엄증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋자산운용,재간접,2017/06/05,판매,가능,"27,271","31,682",25.95,"19,065","20,432",10.27,0.49,,,,0.57,,,,보통위험,0,0,0,0,100,0,0,0
165,피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류PRS,피델리티자산운용,재간접,2013/09/25,판매,가능,"21,339","31,120",-21.85,"23,812","40,953",33.99,3.92,10.28,8.12,,0.97,0.92,0.88,,보통위험,0,0,0,0,100,0,0,0
166,이스트스프링개인신종MMF 1[국공채]클래스C-P2(연금저축),이스트스프링자산운용,단기금융,2013/10/18,판매,가능,"30,471","30,901",0.24,"34,473","34,842",0.56,0.68,0.44,0.63,,0.38,0.37,0.36,,매우낮은위험,0,0,0,0,100,0,0,0
167,한국투자골드플랜연금증권전환형투자신탁 1(국공채)(C),한국투자신탁운용,채권형,2001/01/31,판매,가능,"26,864","30,734",-2.37,"29,146","33,418",0.66,2.64,1.75,2.52,2.60,0.62,0.60,0.61,0.75,낮은위험,0,0,0,0,100,0,0,0
168,IBK플레인바닐라EMP증권투자신탁[혼합-재간접형]종류C-P,아이비케이자산운용,재간접,2019/02/22,판매,가능,"26,835","30,323",11.70,"22,808","24,851",8.27,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
169,IBK플레인바닐라EMP증권투자신탁[혼합-재간접형]종류C-Pe,아이비케이자산운용,재간접,2019/01/17,판매,가능,"26,409","30,258",12.63,"18,688","21,259",8.89,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
170,KB연금중국본토A주증권자투자신탁(주식)C-E 클래스,케이비자산운용,주식형,2014/10/14,판매,가능,"22,497","30,235",19.64,"18,759","26,889",52.35,10.63,8.11,,,1.46,1.42,,,높은위험,0,0,0,0,100,0,0,0
171,피델리티연금아시아증권전환형자투자신탁(주식)종류C,피델리티자산운용,주식형,2012/06/04,판매,가능,"19,092","30,227",25.75,"20,231","29,609",21.15,11.48,15.50,15.09,,1.95,1.88,1.88,,높은위험,0,0,0,0,100,0,0,0
172,슈로더유로연금증권자투자신탁(주식-재간접형)종류C,슈로더투자신탁운용,재간접,2014/04/28,판매,가능,"18,473","30,186",32.73,"22,273","29,427",-7.16,-3.02,1.23,,,1.93,1.83,,,보통위험,0,0,0,0,100,0,0,0
173,미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P,미래에셋자산운용,재간접,2013/08/20,판매,가능,"24,663","30,116",9.89,"26,594","31,510",5.50,-0.20,3.41,5.72,,1.42,1.40,1.35,,보통위험,0,0,0,0,100,0,0,0
174,미래에셋글로벌다이나믹플러스증권자투자신탁 1(채권)종류C-P,미래에셋자산운용,재간접,2013/09/24,판매,가능,"28,986","30,073",0.30,"32,446","34,819",2.70,2.66,3.32,4.50,,1.01,1.00,0.98,,보통위험,0,0,0,0,100,0,0,0
175,KB연금통중국고배당증권자투자신탁(주식)C 클래스,케이비자산운용,주식형,2015/05/20,판매,가능,"21,452","29,658",0.48,"24,106","35,538",35.03,7.68,10.44,,,1.77,1.70,,,높은위험,0,0,0,0,100,0,0,0
176,삼성당신을위한신연금ACTIVE증권전환형자투자신탁 1[주식],삼성자산운용,주식형,2008/11/25,판매,가능,"17,316","29,340",39.53,"21,164","30,676",32.60,4.23,6.89,4.02,3.50,1.47,1.46,1.44,1.42,높은위험,0,0,0,0,100,0,0,0
177,KB밸류포커스30증권자투자신탁(채권혼합)C-P클래스,케이비자산운용,혼합채권형,2013/08/21,판매,가능,"25,934","29,320",8.46,"27,631","30,086",5.37,2.63,1.10,2.50,,1.28,1.27,1.23,,보통위험,0,0,0,0,100,0,0,0
178,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-P),한국투자신탁운용,주식형,2016/05/20,판매,가능,"20,631","29,309",22.91,"20,272","25,568",14.80,11.55,,,,1.71,,,,높은위험,0,0,0,0,100,0,0,0
179,미래에셋연금글로벌그로스증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2014/12/19,판매,가능,"28,628","29,196",14.93,"20,585","29,232",40.49,14.15,15.57,13.08,,1.84,1.82,1.54,,보통위험,0,0,0,0,100,0,0,0
180,하나UBS인Best연금증권투자신탁 1[국공채],하나유비에스자산운용,채권형,2001/02/02,판매,가능,"25,298","29,003",-4.04,"25,192","29,630",0.52,2.06,1.31,1.64,1.95,1.00,1.02,1.03,1.05,낮은위험,0,0,0,0,100,0,0,0
181,미래에셋퇴직연금솔로몬증권자투자신탁 1[채권]종류C-F,미래에셋자산운용,재간접,2011/05/12,판매,가능,"28,975","28,874",-0.55,"22,990","23,436",2.13,2.71,2.21,2.75,3.10,0.02,0.02,0.02,0.03,보통위험,0,0,0,0,100,0,0,0
182,한국투자TDF알아서2045증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/02,판매,가능,"22,511","28,151",20.44,"18,164","22,225",14.22,6.00,,,,1.32,,,,보통위험,0,0,0,0,100,0,0,0
